來源,編號,族,格,窗,資料,年化中位,回落中位,進前緣,註,比值,混0050族,前緣_主窗,前緣_含舊窗（窗不同、只供參考）,措辭
PREREGV 17 格（resultsN17/regime_t1/all17.csv）,#3,P1,AND｜N8｜d=1.0｜relvol,主窗,edc6f,0.2306575010644485,-0.4494346387838092,True,,0.5132170090151892,False,False,False,
resultsP9run/cells.csv,P9 Cg,P9 2-C,ⓖ 0050 跌破 MA20 ⇒ 手上各賣一半、站回補回,主窗,edc6f,0.2304350243621991,-0.34161457447644306,True,,0.6745468184879487,False,False,False,
resultsN219/table219.csv,219,P1,S｜N5｜d=inf｜null,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2303264938099301,-0.4916394300589004,True,,0.4684866178905464,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,AND｜regime=False｜N40｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2297694165890418,-0.3226905922325829,True,,0.7120425017641446,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=True｜N20｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2282300060732639,-0.4085584777896622,False,含日內前視（進場日收盤判閘）,0.5586226170314923,False,False,False,
resultsN219/table219.csv,219,P3 乙臂（閒置放 0050）,N≤8｜N3｜d=inf｜null,舊窗（0050 錨 0.2410）,舊快照＋舊窗,0.2281697928075716,-0.6744115944279758,True,,0.33832424396721894,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=False｜N20｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2281026225107943,-0.3147724641297567,True,,0.7246587567353572,False,False,False,
resultsN219/table219.csv,219,P1,S｜N30｜d=inf｜null,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2280778930007446,-0.3848677567720774,True,,0.5926136679093505,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=False｜N10｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2278424527965357,-0.396503805534819,True,,0.5746286658944253,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=True｜N20｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2274751614147171,-0.3442548263428443,False,含日內前視（進場日收盤判閘）,0.6607755186217026,False,False,False,
resultsN219/table219.csv,219,P6,排除④｜N20,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.2274641232030952,-0.392533594603164,True,,0.5794768303412411,False,False,False,
resultsN219/table219.csv,219,P1,S｜N20｜d=inf｜null,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2268897113851037,-0.4009660548563121,True,,0.5658576546246804,False,False,False,
PREREGV 17 格（resultsN17/regime_t1/all17.csv）,#2,P3乙,N≤8｜N8｜d=1.0｜relvol,主窗,edc6f,0.22603905606589425,-0.4779428625167318,True,,0.4729415873596838,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N20｜H60,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.226,-0.4,True,,0.565,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=True｜N10｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2259525792533591,-0.3625742626556789,False,含日內前視（進場日收盤判閘）,0.6231897917915274,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=False｜N20｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2258545949664118,-0.4068142160548804,True,,0.5551787180808435,False,False,False,
resultsN219/table219.csv,219,P1,S｜N40｜d=inf｜null,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2258099565130674,-0.3703962574805193,True,,0.6096442713785889,False,False,False,
resultsN219/table219.csv,219,P11,B｜fix｜0.75,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.2247050475519008,-0.3941475030010406,True,,0.5701039479915404,False,False,False,
resultsN219/table219.csv,219,P1,S｜N8｜d=inf｜relvol,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2244396273130424,-0.4710583054213225,True,,0.47645827433676136,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=False｜N20｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2238035827106768,-0.4052540139403211,True,,0.552255067222196,False,False,False,
resultsN219/table219.csv,219,P6,不排除④｜N20,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.2227997578011814,-0.3867916784243852,True,,0.5760200392851446,False,False,False,
resultsP9run/cells.csv,P9 Ca,P9 2-C,ⓐ 個股 −10% ⇒ 賣一半,主窗,edc6f,0.2226584914008639,-0.37953017385934185,True,,0.5866687466156081,False,False,False,
resultsP9run/cells.csv,P9 A3,P9 2-A,分批進場 k＝3,主窗,edc6f,0.22200987131317418,-0.3647377944135155,True,,0.6086834836246066,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=False｜N20｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2214875417252993,-0.3764991767626169,True,,0.5882816096167652,False,False,False,
resultsN219/table219.csv,219,P1,S｜N8｜d=1.0｜relvol,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2206145430688735,-0.4683393124951385,True,,0.47105706735042346,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=False｜N20｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.220405138148344,-0.360500062649467,True,,0.6113872395152824,False,False,False,
resultsN219/table219.csv,219,P1,S｜N10｜d=inf｜relvol,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2200423706089629,-0.4857101947780382,True,,0.45303222574835755,False,False,False,
resultsN219/table219.csv,219,P3 乙臂（閒置放 0050）,N≤8｜N5｜d=inf｜null,舊窗（0050 錨 0.2410）,舊快照＋舊窗,0.2190126284844655,-0.5397657251467471,True,,0.4057549753180829,False,False,False,
PREREGV 17 格（resultsN17/regime_t1/all17.csv）,#4,PREREG10,AND｜regime=True｜N10｜LD（t−1 閘）,主窗,edc6f,0.2188399105176808,-0.3173356911544044,True,t−1 版,0.6896164428324609,False,False,False,
resultsN219/table219.csv,219,P1,AND｜N5｜d=inf｜null,舊窗（0050 錨 0.2410）,舊快照＋舊窗,0.2184687249254988,-0.5084223814964709,True,,0.4296992675311939,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,AND｜regime=True｜N20｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2178822749690806,-0.3636903230826869,False,含日內前視（進場日收盤判閘）,0.5990873585040203,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=True｜N30｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2169231305426925,-0.4077250660133933,False,含日內前視（進場日收盤判閘）,0.5320328540594725,False,False,False,
resultsN219/table219.csv,219,P7 敏感度,N20｜none,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.2164757689140416,-0.3877079277446752,True,,0.5583475431449046,False,False,False,
resultsN219/table219.csv,219,BASELINE 門檻B,N20｜none,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.2164757689140416,-0.3877079277446752,True,,0.5583475431449046,False,False,False,
resultsN219/table219.csv,219,P7 敏感度,N20｜fix 15%,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.2163569625755735,-0.3520723490975597,True,,0.6145241542829049,False,False,False,
resultsN219/table219.csv,219,PREREG15,N5｜H60,舊窗（0050 錨 0.2460）,舊快照＋舊窗,0.21600000000000003,-0.47600000000000003,True,,0.453781512605042,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N5｜H60,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.214,-0.489,True,,0.4376278118609407,False,False,False,
resultsP9run/cells.csv,P9 Cd,P9 2-C,ⓓ 0050＜MA20 ⇒ 新部位 0.5 slot,主窗,edc6f,0.2137256358584504,-0.3702563517038943,True,,0.5772369194340615,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=True｜N10｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2136486135213343,-0.4337198942914606,False,含日內前視（進場日收盤判閘）,0.4925958350846642,False,False,False,
resultsN219/table219.csv,219,P11,B｜var｜0.5,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.2134696837961553,-0.5281982472419608,True,,0.4041468992197689,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=False｜N10｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2129674744292837,-0.3458062455680729,True,,0.6158578023350376,False,False,False,
resultsN219/table219.csv,219,P16,E1a,主窗,舊快照,0.211776881178017,-0.4493459649095486,True,,0.47130028467184915,False,False,False,
PREREGV 17 格（resultsN17/regime_t1/all17.csv）,#9,P1,AND｜N10｜d=inf｜relvol,主窗,edc6f,0.21145291793471754,-0.4340690765797761,True,,0.4871411702507108,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,AND｜regime=True｜N30｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2106649265265969,-0.3421071246106477,False,含日內前視（進場日收盤判閘）,0.6157864346331716,False,False,False,
resultsN219/table219.csv,219,P1,S｜N8｜d=1.0｜null,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2105077667530106,-0.4388796319055739,True,,0.47964806623402817,False,False,False,
resultsP9run/cells.csv,P9 Ch,P9 2-C,ⓗ 0050 跌破 MA10 ⇒ 手上各賣一半、站回補回,主窗,edc6f,0.20714702846953892,-0.33720512085862286,True,,0.6143057019480666,False,False,False,
resultsN219/table219.csv,219,P1,S｜N40｜d=inf｜relvol,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2068486103019404,-0.307998229228683,True,,0.6715902582295664,False,False,False,
resultsN219/table219.csv,219,P1,S｜N3｜d=inf｜null,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2068233508897405,-0.5554979095778989,True,,0.3723206646212178,False,False,False,
resultsN219/table219.csv,219,P11,B｜var｜0.25,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.2067640682689662,-0.5560310037016336,True,,0.3718570851130378,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=True｜N20｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2062296501085999,-0.3771044361128072,False,含日內前視（進場日收盤判閘）,0.5468767544461033,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=True｜N20｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2051772084194789,-0.3829751390128492,False,含日內前視（進場日收盤判閘）,0.5357455028238661,False,False,False,
resultsN219/table219.csv,219,BASELINE 門檻B,N30｜none,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.2050424598591861,-0.3808831773845927,True,,0.5383342505887223,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=False｜N40｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2036030490894927,-0.3747572874607457,True,,0.5432931017007089,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=True｜N10｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2035640675051033,-0.3386441878621853,False,含日內前視（進場日收盤判閘）,0.6011149011302264,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=False｜N10｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.203240512499702,-0.3651997042992544,True,,0.5565188309494393,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=False｜N10｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2032270848170773,-0.4100853508924171,True,,0.49557265182679605,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=True｜N40｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.2026734720994061,-0.4136523400353485,False,含日內前視（進場日收盤判閘）,0.48996089828015166,False,False,False,
resultsN219/table219.csv,219,D4,S1′｜tradable off,主窗,舊快照,0.20092464864754794,-0.3902877216157301,True,｜219 註：年化約 20%，對 24.0～24.9 任一錨標籤都不變,0.5148116056937465,False,False,False,
resultsN219/table219.csv,219,D4,S1′｜tradable on,主窗,舊快照,0.2005718897856481,-0.388223586915479,True,｜219 註：年化約 20%，對 24.0～24.9 任一錨標籤都不變,0.5166401438388519,False,False,False,
resultsN219/table219.csv,219,P11,B｜var｜0.35,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.1974663167307084,-0.5568958812981067,True,,0.3545839058288969,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,AND｜regime=False｜N20｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1950254630055777,-0.4108576144564448,True,,0.4746789548091786,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=False｜N30｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1940083372596169,-0.3765162383207948,True,,0.5152721649532689,False,False,False,
resultsN219/table219.csv,219,P1,AND｜N2｜d=inf｜null,舊窗（0050 錨 0.2410）,舊快照＋舊窗,0.1938671854656903,-0.8021525281166901,True,,0.24168369315104643,False,False,False,
resultsN219/table219.csv,219,P7 停損四族,N8｜trail 15%,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.1914530935284406,-0.3850556578213787,True,,0.4972088830266005,False,False,False,
resultsN219/table219.csv,219,PREREG15,N10｜H60,舊窗（0050 錨 0.2460）,舊快照＋舊窗,0.191,-0.402,True,,0.47512437810945274,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=False｜N20｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1900593055596784,-0.3188845251221907,True,,0.59601294696521,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,AND｜regime=True｜N40｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1892880415314617,-0.2960288195880839,False,含日內前視（進場日收盤判閘）,0.6394243702179094,False,False,False,
resultsN219/table219.csv,219,P3 乙臂（閒置放 0050）,N≤8｜N2｜d=inf｜null,舊窗（0050 錨 0.2410）,舊快照＋舊窗,0.1887207693675159,-0.8020411000966292,True,,0.23530062155764708,False,False,False,
rerun17.csv 主窗（原版）,#7,PREREG10,AND｜regime=True｜N10｜H60（原版：進場日收盤判閘）,主窗,edc6f,0.18554633798515452,-0.40876054752307234,False,含日內前視、不進前緣,0.4539242818552136,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=True｜N20｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1850590764163112,-0.2819903005650596,False,含日內前視（進場日收盤判閘）,0.6562604318144453,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=True｜N10｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1829597517243073,-0.4548909928696524,False,含日內前視（進場日收盤判閘）,0.40220570332711303,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=True｜N10｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1825137727431498,-0.3443026562811974,False,含日內前視（進場日收盤判閘）,0.5300969057702766,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=True｜N10｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1809083643419115,-0.3334337101724137,False,含日內前視（進場日收盤判閘）,0.5425617111370246,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=True｜N20｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1800902904886767,-0.3708428804358031,False,含日內前視（進場日收盤判閘）,0.48562423600269783,False,False,False,
PREREGV 17 格（resultsN17/regime_t1/all17.csv）,#7,PREREG10,AND｜regime=True｜N10｜H60（t−1 閘）,主窗,edc6f,0.18000992522296644,-0.4050710117553651,True,t−1 版,0.44439103268065994,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=True｜N40｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1788766500015307,-0.2323759004480142,False,含日內前視（進場日收盤判閘）,0.7697728105912082,False,False,False,
PREREGV 17 格（resultsN17/regime_t1/all17.csv）,#11,P1,AND｜N8｜d=inf｜relvol,主窗,edc6f,0.17861368704237135,-0.447240913847538,True,,0.39936795027491556,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=False｜N40｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1783766557638894,-0.2838594945181696,True,,0.6283977080515503,False,False,False,
PREREGV 17 格（resultsN17/regime_t1/all17.csv）,#10,P3乙,N≤8｜N8｜d=2.0｜relvol,主窗,edc6f,0.17834185057327967,-0.4475328767733335,True,,0.3984999981657354,False,False,False,
PREREGV 17 格（resultsN17/regime_t1/all17.csv）,#6,P1,AND｜N8｜d=2.0｜relvol,主窗,edc6f,0.17765829306621805,-0.44724125685588284,True,,0.39723145023596496,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=True｜N20｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1776286263210614,-0.2975924552130151,False,含日內前視（進場日收盤判閘）,0.5968855164487143,False,False,False,
resultsN219/table219.csv,219,PREREGA,A 單一路徑,主窗,舊快照,0.1764,-0.3323,True,,0.5308456214264219,False,False,False,
resultsN219/table219.csv,219,P15,G1,主窗,舊快照,0.1762668674691921,-0.4389862294933151,True,,0.4015316554978094,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=False｜N20｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1752995527057346,-0.3940184860952459,True,,0.44490184824312917,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=False｜N10｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1748569852026998,-0.3611217236029966,True,,0.4842051136057682,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=True｜N30｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1734698427127369,-0.2471786580848027,False,含日內前視（進場日收盤判閘）,0.7017994355047531,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,G｜regime=True｜N10｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1722261057392149,-0.3781570829379804,False,含日內前視（進場日收盤判閘）,0.4554353561254354,False,False,False,
resultsN219/table219.csv,219,P1,S｜N2｜d=inf｜null,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1722012339487947,-0.6164715251210127,True,,0.27933363818384277,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=False｜N30｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1717005078781612,-0.3028863568295593,True,,0.5668809571861331,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=True｜N10｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1716489512662241,-0.4165919330292252,False,含日內前視（進場日收盤判閘）,0.41203138528892824,False,False,False,
resultsN219/table219.csv,219,P1,S｜N3｜d=inf｜relvol,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1699318337605759,-0.5963316418955996,True,,0.28496196046280914,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N5｜LD,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.168,-0.441,True,,0.380952380952381,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N20｜H120,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.168,-0.405,True,,0.4148148148148148,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=False｜N20｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.16739460928283,-0.4003080416129367,True,,0.4181644930447991,False,False,False,
resultsN219/table219.csv,219,PREREG15,N20｜H60,舊窗（0050 錨 0.2460）,舊快照＋舊窗,0.16699999999999998,-0.349,True,,0.4785100286532951,False,False,False,
resultsN219/table219.csv,219,P7 停損四族,N8｜trail 20%,舊窗（0050 錨 0.2454）,舊快照＋舊窗,0.1658215675728855,-0.4059892978003169,True,,0.4084382728099491,False,False,False,
resultsN219/table219.csv,219,P1,S｜N8｜d=2.0｜relvol,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1649925424217511,-0.4870342111585968,True,,0.338769923429513,False,False,False,
resultsN219/table219.csv,219,PREREG15,N10｜H20,舊窗（0050 錨 0.2460）,舊快照＋舊窗,0.163,-0.34600000000000003,True,,0.4710982658959537,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N10｜LD,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.162,-0.36700000000000005,True,,0.44141689373297,False,False,False,
resultsN219/table219.csv,219,PREREG15,N20｜H20,舊窗（0050 錨 0.2460）,舊快照＋舊窗,0.161,-0.27399999999999997,True,,0.5875912408759125,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=False｜N20｜LD,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1596306806967864,-0.3316521794841182,True,,0.4813195587771816,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N20｜H20,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.159,-0.385,True,,0.41298701298701296,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=False｜N10｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1566418114444786,-0.4590092068516559,True,,0.3412607178816407,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=True｜N10｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1552547257904115,-0.3625739808748694,False,含日內前視（進場日收盤判閘）,0.42820150915350047,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N10｜H120,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.154,-0.45799999999999996,True,,0.33624454148471616,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N20｜LD,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.154,-0.327,True,,0.4709480122324159,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=False｜N10｜H120,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.153413747972032,-0.4555019697114951,True,,0.3368015028984417,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=True｜N40｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1530813565566599,-0.3157997440138753,False,含日內前視（進場日收盤判閘）,0.48474186397672936,False,False,False,
resultsN219/table219.csv,219,PREREG11／研究十三b,S｜regime=True｜N30｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1528136818733443,-0.3259306089457825,False,含日內前視（進場日收盤判閘）,0.46885342364013544,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,S｜regime=True｜N20｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1484111565792304,-0.3337192890590674,False,含日內前視（進場日收盤判閘）,0.4447185447316533,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N10｜H20,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.14300000000000002,-0.462,True,,0.30952380952380953,False,False,False,
resultsN219/table219.csv,219,PREREG15,N5｜H20,舊窗（0050 錨 0.2460）,舊快照＋舊窗,0.14300000000000002,-0.45399999999999996,True,,0.314977973568282,False,False,False,
resultsN219/table219.csv,219,PREREG10／研究十三,OR｜regime=True｜N20｜H60,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.1419300804852318,-0.3385540397842833,False,含日內前視（進場日收盤判閘）,0.419224300426796,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N5｜H120,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.14,-0.529,True,,0.26465028355387527,False,False,False,
resultsN219/table219.csv,219,PREREG9／研究十一（事後補）,N5｜H20,舊窗（0050 錨 0.2490）,舊快照＋舊窗,0.11,-0.5820000000000001,True,,0.1890034364261168,False,False,False,
resultsN219/table219.csv,219,P16,E1b,主窗,舊快照,0.071608548515069,-0.5527382440548572,True,,0.12955236820552282,False,False,False,
resultsN219/table219.csv,219,PREREGD5,D5 200 顆中位,主窗,舊快照,0.0522365674516196,-0.5644771739316776,True,,0.09253973387051809,False,False,False,
resultsN219/table219.csv,219,P1,S｜N2｜d=inf｜relvol,舊窗（0050 錨 0.2480）,舊快照＋舊窗,0.017403446699604,-0.8498797697750956,True,,0.020477539669181075,False,False,False,
resultsN219/table219.csv,219,P16,E1c,主窗,舊快照,-0.0003182835508715,-0.4621863078103821,True,,-0.00068864772818428,False,False,False,
resultsN219/table219.csv,219,P16,E1,主窗,舊快照,-0.1094501517252252,-0.7420179527255597,True,,-0.14750337417470283,False,False,False,
resultsN219/table219.csv,219,PREREGI,Δ_β,主窗,舊快照,,,False,不是權益曲線（回落拆解量）｜219 註：反事實回落拆解量，不是一條權益曲線 ⇒ 新判準無從套用,,False,False,False,
resultsN219/table219.csv,219,PREREGI,Δ_ind,主窗,舊快照,,,False,不是權益曲線（回落拆解量）｜219 註：反事實回落拆解量，不是一條權益曲線 ⇒ 新判準無從套用,,False,False,False,
resultsN219/table219.csv,219,PREREGI,Δ_stk,主窗,舊快照,,,False,不是權益曲線（回落拆解量）｜219 註：反事實回落拆解量，不是一條權益曲線 ⇒ 新判準無從套用,,False,False,False,
resultsN219/table219.csv,219,PREREGI,Δ_vol,主窗,舊快照,,,False,不是權益曲線（回落拆解量）｜219 註：反事實回落拆解量，不是一條權益曲線 ⇒ 新判準無從套用,,False,False,False,
