stock_id,name,market,capital,shares,par,source,asof,note
2605,新興,twse,5853532970,585353297,10,twse-opendata-L,2026-09-03,ok
2606,裕民,twse,8450557120,845055712,10,twse-opendata-L,2026-09-03,ok
2607,榮運,twse,5335705470,533570547,10,twse-opendata-L,2026-09-03,ok
2608,嘉里大榮,twse,4670004980,467000498,10,twse-opendata-L,2026-09-03,ok
2609,陽明,twse,34921042700,3492104270,10,twse-opendata-L,2026-09-03,ok
2610,華航,twse,61199649370,6119964937,10,twse-opendata-L,2026-09-03,ok
2611,志信,twse,1890022720,189002272,10,twse-opendata-L,2026-09-03,ok
2612,中航,twse,1974845930,197484593,10,twse-opendata-L,2026-09-03,ok
2613,中櫃,twse,1484234580,148423458,10,twse-opendata-L,2026-09-03,ok
2614,東森,twse,3272649460,327264946,10,twse-opendata-L,2026-09-03,ok
2615,萬海,twse,28061462930,2806146293,10,twse-opendata-L,2026-09-03,ok
2616,山隆,twse,1372818270,137281827,10,twse-opendata-L,2026-09-03,ok
2617,台航,twse,4172944870,417294487,10,twse-opendata-L,2026-09-03,ok
2618,長榮航,twse,54004443350,5400444335,10,twse-opendata-L,2026-09-03,ok
2630,亞航,twse,2094382040,209438204,10,twse-opendata-L,2026-09-03,ok
2633,台灣高鐵,twse,56282930580,5628293058,10,twse-opendata-L,2026-09-03,ok
2634,漢翔,twse,9418671010,941867101,10,twse-opendata-L,2026-09-03,ok
2636,台驊控股,twse,1418352300,141835230,10,twse-opendata-L,2026-09-03,ok
2637,慧洋-KY,twse,7464091990,746409199,10,twse-opendata-L,2026-09-03,ok
2640,大車隊,tpex,,59264956,,universe:2026-09-03,2026-09-04,feed-shares
2641,正德,tpex,,330333744,,universe:2026-09-03,2026-09-04,feed-shares
2642,宅配通,twse,954670000,95467000,10,twse-opendata-L,2026-09-03,ok
2643,捷迅,tpex,,35000000,,universe:2026-09-03,2026-09-04,feed-shares
2644,中信造船,emerging,829516960,82951696,10,tpex-mopsfin-R,2026-09-03,ok
2645,長榮航太,twse,3745709620,374570962,10,twse-opendata-L,2026-09-03,ok
2646,星宇航空,twse,30087350000,3008735000,10,twse-opendata-L,2026-09-03,ok
2701,萬企,twse,4499678380,449967838,10,twse-opendata-L,2026-09-03,ok
2702,華園,twse,1566132490,156613249,10,twse-opendata-L,2026-09-03,ok
2704,國賓,twse,3669233430,366923343,10,twse-opendata-L,2026-09-03,ok
2705,六福,twse,1913128300,191312830,10,twse-opendata-L,2026-09-03,ok
2706,第一店,twse,4999983460,499998346,10,twse-opendata-L,2026-09-03,ok
2707,晶華,twse,1274032380,127403238,10,twse-opendata-L,2026-09-03,ok
2712,遠雄來,twse,1050000000,105000000,10,twse-opendata-L,2026-09-03,ok
2718,全心投控,tpex,,87576000,,universe:2026-09-03,2026-09-04,feed-shares
2719,燦星旅,tpex,,69182500,,universe:2026-09-03,2026-09-04,feed-shares
2722,夏都,twse,1431696960,143169696,10,twse-opendata-L,2026-09-03,ok
2723,美食-KY,twse,1800000000,180000000,10,twse-opendata-L,2026-09-03,ok
2724,藝舍-KY,tpex,,59656345,,universe:2026-09-03,2026-09-04,feed-shares
2726,雅茗-KY,tpex,,37922454,,universe:2026-09-03,2026-09-04,feed-shares
2727,王品,twse,829401090,82940109,10,twse-opendata-L,2026-09-03,ok
2729,瓦城,tpex,,43040783,,universe:2026-09-03,2026-09-04,feed-shares
2731,雄獅,twse,932777390,93277739,10,twse-opendata-L,2026-09-03,ok
2732,六角,tpex,,46518570,,universe:2026-09-03,2026-09-04,feed-shares
2733,維格餅家,emerging,245984000,24598400,10,tpex-mopsfin-R,2026-09-03,ok
2734,易飛網,tpex,,57259760,,universe:2026-09-03,2026-09-04,feed-shares
2736,富野,tpex,,79972230,,universe:2026-09-03,2026-09-04,feed-shares
2739,寒舍,twse,915260000,91526000,10,twse-opendata-L,2026-09-03,ok
2740,華軒,tpex,,16762016,,universe:2026-09-03,2026-09-04,feed-shares
2741,老四川,emerging,225882810,22588281,10,tpex-mopsfin-R,2026-09-03,ok
2743,山富,tpex,,46815210,,universe:2026-09-03,2026-09-04,feed-shares
2745,五福,tpex,,33808526,,universe:2026-09-03,2026-09-04,feed-shares
2748,雲品,twse,1057787400,105778740,10,twse-opendata-L,2026-09-03,ok
2751,王座,tpex,,19844500,,universe:2026-09-03,2026-09-04,feed-shares
2752,豆府,tpex,,26693861,,universe:2026-09-03,2026-09-04,feed-shares
2753,八方雲集,twse,666447960,66644796,10,twse-opendata-L,2026-09-03,ok
2754,亞洲藏壽司,tpex,,46907000,,universe:2026-09-03,2026-09-04,feed-shares
2755,揚秦,tpex,,46799854,,universe:2026-09-03,2026-09-04,feed-shares
2756,聯發國際,tpex,,24597584,,universe:2026-09-03,2026-09-04,feed-shares
2758,路易莎咖啡,emerging,204861210,20486121,10,tpex-mopsfin-R,2026-09-03,ok
2760,巨宇翔,emerging,130000000,13000000,10,tpex-mopsfin-R,2026-09-03,ok
2761,橘焱胡同,emerging,173366260,17336626,10,tpex-mopsfin-R,2026-09-03,ok
2762,世界健身-KY,twse,1125000000,112500000,10,twse-opendata-L,2026-09-03,ok
2801,彰銀,twse,120601974090,12060197409,10,twse-opendata-L,2026-09-03,ok
2812,台中銀,twse,64250748580,6425074858,10,twse-opendata-L,2026-09-03,ok
2816,旺旺保,twse,2236080000,223608000,10,twse-opendata-L,2026-09-03,ok
2820,華票,twse,13429600000,1342960000,10,twse-opendata-L,2026-09-03,ok
2832,台產,twse,2535402800,253540280,10,twse-opendata-L,2026-09-03,ok
2834,臺企銀,twse,103983261790,10398326179,10,twse-opendata-L,2026-09-03,ok
2836,高雄銀,twse,18983161530,1858316153,10,twse-opendata-L,2026-09-03,ok
2838,聯邦銀,twse,45405517790,4340551779,10,twse-opendata-L,2026-09-03,ok
2845,遠東銀,twse,48652847310,4865284731,10,twse-opendata-L,2026-09-03,ok
2849,安泰銀,twse,19576093490,1957609349,10,twse-opendata-L,2026-09-03,ok
2850,新產,twse,3159633000,315963300,10,twse-opendata-L,2026-09-03,ok
2851,中再保,twse,8003887500,800388750,10,twse-opendata-L,2026-09-03,ok
2852,第一保,twse,3011637840,301163784,10,twse-opendata-L,2026-09-03,ok
2855,統一證,twse,16014144780,1601414478,10,twse-opendata-L,2026-09-03,ok
2880,華南金,twse,139169650890,13916965089,10,twse-opendata-L,2026-09-03,ok
2881,富邦金,twse,156073549520,14007364952,,twse-opendata-L,2026-09-03,mismatch:11.142
2882,國泰金,twse,162025101280,14669210128,,twse-opendata-L,2026-09-03,mismatch:11.045
2883,凱基金,twse,185569894140,16974847040,,twse-opendata-L,2026-09-03,mismatch:10.932
2884,玉山金,twse,161920000000,16192000000,10,twse-opendata-L,2026-09-03,ok
2885,元大金,twse,133311499460,13331149946,10,twse-opendata-L,2026-09-03,ok
2886,兆豐金,twse,148333782820,14833378282,10,twse-opendata-L,2026-09-03,ok
2887,台新新光金,twse,296061505490,25115061997,,twse-opendata-L,2026-09-03,mismatch:11.788
2889,國票金,twse,36335634710,3633563471,10,twse-opendata-L,2026-09-03,ok
2890,永豐金,twse,147921687210,14782168721,10,twse-opendata-L,2026-09-03,ok
2891,中信金,twse,201759228060,19675932806,10,twse-opendata-L,2026-09-03,ok
2892,第一金,twse,143794686500,14379468650,10,twse-opendata-L,2026-09-03,ok
2897,王道銀行,twse,30553578780,2805357878,,twse-opendata-L,2026-09-03,mismatch:10.891
2901,欣欣,twse,730432830,73043283,10,twse-opendata-L,2026-09-03,ok
2903,遠百,twse,14169405890,1416940589,10,twse-opendata-L,2026-09-03,ok
2904,匯僑,twse,778344320,77834432,10,twse-opendata-L,2026-09-03,ok
2905,三商,twse,11103717030,1110371703,10,twse-opendata-L,2026-09-03,ok
2906,高林,twse,2091166480,209116648,10,twse-opendata-L,2026-09-03,ok
2908,特力,twse,5098875580,509887558,10,twse-opendata-L,2026-09-03,ok
2910,統領,twse,1754030000,175403000,10,twse-opendata-L,2026-09-03,ok
2911,麗嬰房,twse,1051259990,105125999,10,twse-opendata-L,2026-09-03,ok
2912,統一超,twse,10396222550,1039622255,10,twse-opendata-L,2026-09-03,ok
2913,農林,twse,7900000000,790000000,10,twse-opendata-L,2026-09-03,ok
2915,潤泰全,twse,11043187720,1104318772,10,twse-opendata-L,2026-09-03,ok
2916,滿心,tpex,,64626878,,universe:2026-09-03,2026-09-04,feed-shares
2923,鼎固-KY,twse,17402969820,1740296982,10,twse-opendata-L,2026-09-03,ok
2924,宏太-KY,tpex,,52035934,,universe:2026-09-03,2026-09-04,feed-shares
2926,誠品生活,tpex,,47389650,,universe:2026-09-03,2026-09-04,feed-shares
2929,淘帝-KY,twse,1094938380,109493838,10,twse-opendata-L,2026-09-03,ok
2937,集雅社,tpex,,47896173,,universe:2026-09-03,2026-09-04,feed-shares
2938,床的世界,emerging,201400000,20140000,10,tpex-mopsfin-R,2026-09-03,ok
2939,永邑-KY,twse,455486650,45548665,10,twse-opendata-L,2026-09-03,ok
2940,歐都納,emerging,251842690,25184269,10,tpex-mopsfin-R,2026-09-03,ok
2942,京站,emerging,600000000,60000000,10,tpex-mopsfin-R,2026-09-03,ok
2945,三商家購,twse,675000000,67500000,10,twse-opendata-L,2026-09-03,ok
2947,振宇五金,tpex,,23642366,,universe:2026-09-03,2026-09-04,feed-shares
2948,寶陞,tpex,,32000000,,universe:2026-09-03,2026-09-04,feed-shares
3002,歐格,twse,1020000000,102000000,10,twse-opendata-L,2026-09-03,ok
3003,健和興,twse,1556548900,155654890,10,twse-opendata-L,2026-09-03,ok
3004,豐達科,twse,643650550,64365055,10,twse-opendata-L,2026-09-03,ok
3005,神基,twse,6243101500,624310150,10,twse-opendata-L,2026-09-03,ok
3006,晶豪科,twse,2981278410,298127841,10,twse-opendata-L,2026-09-03,ok
3008,大立光,twse,1307981970,130798197,10,twse-opendata-L,2026-09-03,ok
3010,華立,twse,2594368170,259436817,10,twse-opendata-L,2026-09-03,ok
3011,今皓,twse,1296008510,129600851,10,twse-opendata-L,2026-09-03,ok
3013,晟銘電,twse,2051389300,205138930,10,twse-opendata-L,2026-09-03,ok
3014,聯陽,twse,1659541240,165954124,10,twse-opendata-L,2026-09-03,ok
3015,全漢,twse,1872619500,187261950,10,twse-opendata-L,2026-09-03,ok
3016,嘉晶,twse,2903569030,290356903,10,twse-opendata-L,2026-09-03,ok
3017,奇鋐,twse,3925430070,392543007,10,twse-opendata-L,2026-09-03,ok
3018,隆銘綠能,twse,753777150,75377715,10,twse-opendata-L,2026-09-03,ok
3019,亞光,twse,2792439010,279243901,10,twse-opendata-L,2026-09-03,ok
3021,鴻名,twse,948900000,94890000,10,twse-opendata-L,2026-09-03,ok
3022,威強電,twse,1765977900,176597790,10,twse-opendata-L,2026-09-03,ok
3023,信邦,twse,2400690140,240069014,10,twse-opendata-L,2026-09-03,ok
3024,憶聲,twse,2771574960,277157496,10,twse-opendata-L,2026-09-03,ok
3025,星通,twse,567364400,56736440,10,twse-opendata-L,2026-09-03,ok
3026,禾伸堂,twse,1658903180,165890318,10,twse-opendata-L,2026-09-03,ok
3027,盛達,twse,1291602990,129160299,10,twse-opendata-L,2026-09-03,ok
3028,增你強,twse,2372411930,237241193,10,twse-opendata-L,2026-09-03,ok
3029,零壹,twse,1670052120,167005212,10,twse-opendata-L,2026-09-03,ok
3030,德律,twse,2362160000,236216000,10,twse-opendata-L,2026-09-03,ok
3031,佰鴻,twse,1732032240,173203224,10,twse-opendata-L,2026-09-03,ok
3032,偉訓,twse,1132856260,113285626,10,twse-opendata-L,2026-09-03,ok
3033,威健,twse,5165594480,516559448,10,twse-opendata-L,2026-09-03,ok
3034,聯詠,twse,6085114690,608511469,10,twse-opendata-L,2026-09-03,ok
3035,智原,twse,2605503130,260550313,10,twse-opendata-L,2026-09-03,ok
3036,文曄,twse,12705627010,1270562701,10,twse-opendata-L,2026-09-03,ok
3037,欣興,twse,16388729560,1638872956,10,twse-opendata-L,2026-09-03,ok
3038,全台,twse,1574076030,157407603,10,twse-opendata-L,2026-09-03,ok
3040,遠見,twse,662245380,66224538,10,twse-opendata-L,2026-09-03,ok
3041,揚智,twse,1402236470,140223647,10,twse-opendata-L,2026-09-03,ok
3042,晶技,twse,3429929710,342992971,10,twse-opendata-L,2026-09-03,ok
3043,科風,twse,389756340,38975634,10,twse-opendata-L,2026-09-03,ok
3044,健鼎,twse,5256058980,525605898,10,twse-opendata-L,2026-09-03,ok
3045,台灣大,twse,37234310150,3723431015,10,twse-opendata-L,2026-09-03,ok
3046,建碁,twse,784480130,78448013,10,twse-opendata-L,2026-09-03,ok
3047,訊舟,twse,2247616080,224761608,10,twse-opendata-L,2026-09-03,ok
3048,益登,twse,2698297940,269829794,10,twse-opendata-L,2026-09-03,ok
3049,精金,twse,8020105290,802010529,10,twse-opendata-L,2026-09-03,ok
3050,鈺德,twse,1549844500,154984450,10,twse-opendata-L,2026-09-03,ok
3051,力特,twse,1670000000,167000000,10,twse-opendata-L,2026-09-03,ok
3052,夆典,twse,2332457710,233245771,10,twse-opendata-L,2026-09-03,ok
3054,立萬利,twse,806510410,80651041,10,twse-opendata-L,2026-09-03,ok
3055,蔚華科,twse,1149749180,114974918,10,twse-opendata-L,2026-09-03,ok
3056,富華新,twse,4805550510,480555051,10,twse-opendata-L,2026-09-03,ok
3057,喬鼎,twse,678646290,67864629,10,twse-opendata-L,2026-09-03,ok
3058,立德,twse,2017227790,201722779,10,twse-opendata-L,2026-09-03,ok
3059,華晶科,twse,3076680250,307668025,10,twse-opendata-L,2026-09-03,ok
3060,銘異,twse,1375631900,137563190,10,twse-opendata-L,2026-09-03,ok
3062,建漢,twse,3300818180,330081818,10,twse-opendata-L,2026-09-03,ok
3066,李洲,tpex,,83070612,,universe:2026-09-03,2026-09-04,feed-shares
3067,全域,tpex,,20000000,,universe:2026-09-03,2026-09-04,feed-shares
3071,協禧,tpex,,110000000,,universe:2026-09-03,2026-09-04,feed-shares
3073,天方能源,tpex,,39511028,,universe:2026-09-03,2026-09-04,feed-shares
3078,僑威,tpex,,227391064,,universe:2026-09-03,2026-09-04,feed-shares
3081,聯亞,tpex,,101769004,,universe:2026-09-03,2026-09-04,feed-shares
3083,網龍,tpex,,86486858,,universe:2026-09-03,2026-09-04,feed-shares
3085,新零售,tpex,,69019288,,universe:2026-09-03,2026-09-04,feed-shares
3086,華義*,tpex,,272710510,,universe:2026-09-03,2026-09-04,feed-shares
3088,艾訊,tpex,,111071218,,universe:2026-09-03,2026-09-04,feed-shares
3090,日電貿,twse,2875671500,287567150,10,twse-opendata-L,2026-09-03,ok
3092,鴻碩,twse,1066492500,106649250,10,twse-opendata-L,2026-09-03,ok
3093,港建*,tpex,,145155576,,universe:2026-09-03,2026-09-04,feed-shares
3094,聯傑,twse,831170890,83117089,10,twse-opendata-L,2026-09-03,ok
3095,及成,tpex,,10000000,,universe:2026-09-03,2026-09-04,feed-shares
3097,拍檔,emerging,750856050,75085605,10,tpex-mopsfin-R,2026-09-03,ok
3105,穩懋,tpex,,423940384,,universe:2026-09-03,2026-09-04,feed-shares
3114,好德,tpex,,67722584,,universe:2026-09-03,2026-09-04,feed-shares
3115,富榮綱,tpex,,72197615,,universe:2026-09-03,2026-09-04,feed-shares
3117,年程,emerging,228000000,22800000,10,tpex-mopsfin-R,2026-09-03,ok
3118,進階,tpex,,32452860,,universe:2026-09-03,2026-09-04,feed-shares
3122,笙泉,tpex,,40771918,,universe:2026-09-03,2026-09-04,feed-shares
3128,昇銳,tpex,,50156538,,universe:2026-09-03,2026-09-04,feed-shares
3130,一零四,twse,331907000,33190700,10,twse-opendata-L,2026-09-03,ok
3131,弘塑,tpex,,29903550,,universe:2026-09-03,2026-09-04,feed-shares
3135,凌航,twse,900714910,90071491,10,twse-opendata-L,2026-09-03,ok
3138,耀登,twse,517324260,51732426,10,twse-opendata-L,2026-09-03,ok
3141,晶宏,tpex,,75460728,,universe:2026-09-03,2026-09-04,feed-shares
3147,大綜,tpex,,43686831,,universe:2026-09-03,2026-09-04,feed-shares
3149,正達,twse,2262336040,226233604,10,twse-opendata-L,2026-09-03,ok
3150,鈺寶-創,twse,443770010,44377001,10,twse-opendata-L,2026-09-03,ok
3152,璟德,tpex,,39016200,,universe:2026-09-03,2026-09-04,feed-shares
3158,嘉實,tpex,,30665925,,universe:2026-09-03,2026-09-04,feed-shares
3162,精確,tpex,,154341112,,universe:2026-09-03,2026-09-04,feed-shares
3163,波若威,tpex,,94635370,,universe:2026-09-03,2026-09-04,feed-shares
3164,景岳,twse,860103640,86010364,10,twse-opendata-L,2026-09-03,ok
3167,大量,twse,895134910,89513491,10,twse-opendata-L,2026-09-03,ok
3168,眾福科,twse,750996490,75099649,10,twse-opendata-L,2026-09-03,ok
3169,亞信,tpex,,63306981,,universe:2026-09-03,2026-09-04,feed-shares
3171,炎洲流通,tpex,,33118158,,universe:2026-09-03,2026-09-04,feed-shares
3176,基亞,tpex,,139306755,,universe:2026-09-03,2026-09-04,feed-shares
3178,公準,tpex,,45050000,,universe:2026-09-03,2026-09-04,feed-shares
3184,微邦,emerging,630744770,63074477,10,tpex-mopsfin-R,2026-09-03,ok
3188,鑫龍騰,tpex,,189087767,,universe:2026-09-03,2026-09-04,feed-shares
3189,景碩,twse,5269103600,526910360,10,twse-opendata-L,2026-09-03,ok
3191,雲嘉南,tpex,,43597381,,universe:2026-09-03,2026-09-04,feed-shares
3194,圓方科技,emerging,139150000,13915000,10,tpex-mopsfin-R,2026-09-03,ok
3205,佰研,tpex,,67545631,,universe:2026-09-03,2026-09-04,feed-shares
3206,志豐,tpex,,58916621,,universe:2026-09-03,2026-09-04,feed-shares
3207,耀勝,tpex,,66422124,,universe:2026-09-03,2026-09-04,feed-shares
3209,全科,twse,2353911890,235391189,10,twse-opendata-L,2026-09-03,ok
3211,順達,tpex,,154394021,,universe:2026-09-03,2026-09-04,feed-shares
3213,茂訊,tpex,,58685547,,universe:2026-09-03,2026-09-04,feed-shares
3217,優群,tpex,,90104203,,universe:2026-09-03,2026-09-04,feed-shares
3218,大學光,tpex,,84724899,,universe:2026-09-03,2026-09-04,feed-shares
3219,倚強科,tpex,,71780880,,universe:2026-09-03,2026-09-04,feed-shares
3221,台嘉碩,tpex,,104989210,,universe:2026-09-03,2026-09-04,feed-shares
3224,三顧,tpex,,78172648,,universe:2026-09-03,2026-09-04,feed-shares
3226,龍鋒,tpex,,64430573,,universe:2026-09-03,2026-09-04,feed-shares
3227,原相,tpex,,151912842,,universe:2026-09-03,2026-09-04,feed-shares
3228,金麗科,tpex,,71937495,,universe:2026-09-03,2026-09-04,feed-shares
3229,晟鈦,twse,642630000,64263000,10,twse-opendata-L,2026-09-03,ok
3230,錦明,tpex,,86010900,,universe:2026-09-03,2026-09-04,feed-shares
3231,緯創,twse,31800522500,3180052250,10,twse-opendata-L,2026-09-03,ok
3232,昱捷,tpex,,46567865,,universe:2026-09-03,2026-09-04,feed-shares
3234,光環,tpex,,126474692,,universe:2026-09-03,2026-09-04,feed-shares
3236,千如,tpex,,105000613,,universe:2026-09-03,2026-09-04,feed-shares
3252,海灣,tpex,,50195754,,universe:2026-09-03,2026-09-04,feed-shares
3257,虹冠電,twse,798235900,79823590,10,twse-opendata-L,2026-09-03,ok
3259,鑫創,tpex,,72965934,,universe:2026-09-02,2026-09-03,feed-shares
3260,威剛,tpex,,334463418,,universe:2026-09-03,2026-09-04,feed-shares
3264,欣銓,tpex,,490170076,,universe:2026-09-03,2026-09-04,feed-shares
3265,台星科,tpex,,136261659,,universe:2026-09-03,2026-09-04,feed-shares
3266,昇陽,twse,3523143090,352314309,10,twse-opendata-L,2026-09-03,ok
3268,海德威,tpex,,34720796,,universe:2026-09-03,2026-09-04,feed-shares
3272,東碩,tpex,,61176789,,universe:2026-09-03,2026-09-04,feed-shares
3276,宇環,tpex,,69712666,,universe:2026-09-03,2026-09-04,feed-shares
3284,太普高,tpex,,108627709,,universe:2026-09-03,2026-09-04,feed-shares
3285,微端,tpex,,42735324,,universe:2026-09-03,2026-09-04,feed-shares
3287,廣寰科,tpex,,43970483,,universe:2026-09-03,2026-09-04,feed-shares
3288,點晶,tpex,,16380000,,universe:2026-09-03,2026-09-04,feed-shares
3289,宜特,tpex,,86746371,,universe:2026-09-03,2026-09-04,feed-shares
3290,東浦,tpex,,90215034,,universe:2026-09-03,2026-09-04,feed-shares
3293,鈊象,tpex,,281801560,,universe:2026-09-03,2026-09-04,feed-shares
3294,英濟,tpex,,132015919,,universe:2026-09-03,2026-09-04,feed-shares
3296,勝德,twse,967244500,96724450,10,twse-opendata-L,2026-09-03,ok
3297,杭特,tpex,,36049445,,universe:2026-09-03,2026-09-04,feed-shares
3303,岱稜,tpex,,94090607,,universe:2026-09-03,2026-09-04,feed-shares
3305,昇貿,twse,1433739740,143373974,10,twse-opendata-L,2026-09-03,ok
3306,鼎天,tpex,,50607702,,universe:2026-09-03,2026-09-04,feed-shares
3308,聯德,twse,600000000,60000000,10,twse-opendata-L,2026-09-03,ok
3310,佳穎,tpex,,74948402,,universe:2026-09-03,2026-09-04,feed-shares
3311,閎暉,twse,1000000000,100000000,10,twse-opendata-L,2026-09-03,ok
3312,弘憶股,twse,1826268150,182626815,10,twse-opendata-L,2026-09-03,ok
3313,斐成,tpex,,221133831,,universe:2026-09-03,2026-09-04,feed-shares
3317,尼克森,tpex,,90000000,,universe:2026-09-03,2026-09-04,feed-shares
3321,同泰,twse,861137690,86113769,10,twse-opendata-L,2026-09-03,ok
3322,建舜電,tpex,,137582157,,universe:2026-09-03,2026-09-04,feed-shares
3323,加百裕,tpex,,99593385,,universe:2026-09-03,2026-09-04,feed-shares
3324,雙鴻,tpex,,93076837,,universe:2026-09-03,2026-09-04,feed-shares
3325,旭品,tpex,,110168610,,universe:2026-09-03,2026-09-04,feed-shares
3332,幸康,tpex,,48104246,,universe:2026-09-03,2026-09-04,feed-shares
3338,泰碩,twse,879081410,87908141,10,twse-opendata-L,2026-09-03,ok
3339,泰谷,tpex,,66568300,,universe:2026-09-03,2026-09-04,feed-shares
3346,麗清,twse,1212283520,121228352,10,twse-opendata-L,2026-09-03,ok
3349,寶德,tpex,,47821648,,universe:2026-09-03,2026-09-04,feed-shares
3354,律勝,tpex,,70112426,,universe:2026-09-03,2026-09-04,feed-shares
3356,奇偶,twse,685504220,68550422,10,twse-opendata-L,2026-09-03,ok
3357,臺慶科,tpex,,117930191,,universe:2026-09-03,2026-09-04,feed-shares
3360,尚立,tpex,,76402244,,universe:2026-09-03,2026-09-04,feed-shares
3362,先進光,tpex,,147445475,,universe:2026-09-03,2026-09-04,feed-shares
3363,上詮,tpex,,113640567,,universe:2026-09-03,2026-09-04,feed-shares
3372,典範,tpex,,235324000,,universe:2026-09-03,2026-09-04,feed-shares
3373,熱映,tpex,,47618782,,universe:2026-09-03,2026-09-04,feed-shares
3374,精材,tpex,,271364316,,universe:2026-09-03,2026-09-04,feed-shares
3376,新日興,twse,1957638220,195763822,10,twse-opendata-L,2026-09-03,ok
3379,彬台,tpex,,38041748,,universe:2026-09-03,2026-09-04,feed-shares
3380,明泰,twse,5417184600,541718460,10,twse-opendata-L,2026-09-03,ok
3388,崇越電,tpex,,81124504,,universe:2026-09-03,2026-09-04,feed-shares
3390,旭軟,tpex,,79329659,,universe:2026-09-03,2026-09-04,feed-shares
3402,漢科,tpex,,73047692,,universe:2026-09-03,2026-09-04,feed-shares
3406,玉晶光,twse,1127430630,112743063,10,twse-opendata-L,2026-09-03,ok
3413,京鼎,twse,1107622800,110762280,10,twse-opendata-L,2026-09-03,ok
3416,融程電,twse,804961290,80496129,10,twse-opendata-L,2026-09-03,ok
3419,譁裕,twse,1204804170,120480417,10,twse-opendata-L,2026-09-03,ok
3430,奇鈦科,tpex,,33716085,,universe:2026-09-03,2026-09-04,feed-shares
3432,台端,twse,422300000,42230000,10,twse-opendata-L,2026-09-03,ok
3434,哲固,tpex,,35754740,,universe:2026-09-03,2026-09-04,feed-shares
3437,榮創,twse,1445480000,144548000,10,twse-opendata-L,2026-09-03,ok
3438,類比科,tpex,,47165815,,universe:2026-09-03,2026-09-04,feed-shares
3441,聯一光,tpex,,40039920,,universe:2026-09-03,2026-09-04,feed-shares
3443,創意,twse,1340119110,134011911,10,twse-opendata-L,2026-09-03,ok
3444,利機,tpex,,44996877,,universe:2026-09-03,2026-09-04,feed-shares
3447,展達,twse,774491200,77449120,10,twse-opendata-L,2026-09-03,ok
3450,聯鈞,twse,1456813820,145681382,10,twse-opendata-L,2026-09-03,ok
3455,由田,tpex,,59850750,,universe:2026-09-03,2026-09-04,feed-shares
3465,進泰電子,tpex,,42329862,,universe:2026-09-03,2026-09-04,feed-shares
3466,德晉,tpex,,77892073,,universe:2026-09-03,2026-09-04,feed-shares
3467,台灣精材,tpex,,31106569,,universe:2026-09-03,2026-09-04,feed-shares
3473,智通聯網,emerging,225114750,22511475,10,tpex-mopsfin-R,2026-09-03,ok
3479,安勤,tpex,,73026088,,universe:2026-09-03,2026-09-04,feed-shares
3481,群創,twse,79891973370,7989197337,10,twse-opendata-L,2026-09-03,ok
3483,力致,tpex,,99049257,,universe:2026-09-03,2026-09-04,feed-shares
3484,崧騰,tpex,,78828189,,universe:2026-09-03,2026-09-04,feed-shares
3485,敘豐,tpex,,38500850,,universe:2026-09-03,2026-09-04,feed-shares
3489,森寶,tpex,,90452155,,universe:2026-09-03,2026-09-04,feed-shares
3490,單井,tpex,,55006435,,universe:2026-09-03,2026-09-04,feed-shares
3491,昇達科,tpex,,68805125,,universe:2026-09-03,2026-09-04,feed-shares
3492,長盛,tpex,,35531600,,universe:2026-09-03,2026-09-04,feed-shares
3494,誠研,twse,948000000,94800000,10,twse-opendata-L,2026-09-03,ok
3498,陽程,tpex,,61273008,,universe:2026-09-03,2026-09-04,feed-shares
3499,環天科,tpex,,54970596,,universe:2026-09-03,2026-09-04,feed-shares
3501,維熹,twse,1182579270,118257927,10,twse-opendata-L,2026-09-03,ok
3504,揚明光,twse,1140597850,114059785,10,twse-opendata-L,2026-09-03,ok
3508,位速,tpex,,108866737,,universe:2026-09-03,2026-09-04,feed-shares
3511,矽瑪,tpex,,79972945,,universe:2026-09-03,2026-09-04,feed-shares
3512,皇龍,tpex,,113072372,,universe:2026-09-03,2026-09-04,feed-shares
3515,華擎,twse,1235440490,123544049,10,twse-opendata-L,2026-09-03,ok
3516,亞帝歐,tpex,,59560874,,universe:2026-09-03,2026-09-04,feed-shares
3518,柏騰,twse,1024672300,102467230,10,twse-opendata-L,2026-09-03,ok
3520,華盈,tpex,,68846778,,universe:2026-09-03,2026-09-04,feed-shares
3521,台鋼建設,tpex,,185765552,,universe:2026-09-03,2026-09-04,feed-shares
3522,御嵿,tpex,,104096209,,universe:2026-09-03,2026-09-04,feed-shares
3523,迎輝,tpex,,64257868,,universe:2026-09-03,2026-09-04,feed-shares
3526,凡甲,tpex,,67302693,,universe:2026-09-03,2026-09-04,feed-shares
3527,聚積,tpex,,44445125,,universe:2026-09-03,2026-09-04,feed-shares
3528,安馳,twse,666392160,66639216,10,twse-opendata-L,2026-09-03,ok
3529,力旺,tpex,,74686492,,universe:2026-09-03,2026-09-04,feed-shares
3530,晶相光,twse,774759000,77475900,10,twse-opendata-L,2026-09-03,ok
3531,先益,tpex,,61175011,,universe:2026-09-03,2026-09-04,feed-shares
3532,台勝科,twse,3878483000,387848300,10,twse-opendata-L,2026-09-03,ok
3533,嘉澤,twse,1125346910,112534691,10,twse-opendata-L,2026-09-03,ok
3535,晶彩科,twse,790523560,79052356,10,twse-opendata-L,2026-09-03,ok
3537,堡達,tpex,,56242979,,universe:2026-09-03,2026-09-04,feed-shares
3540,曜越,tpex,,84458548,,universe:2026-09-03,2026-09-04,feed-shares
