Date,SecuritiesCompanyCode,CompanyName,CompanyAbbreviation,Registration,SecuritiesIndustryCode,Address,UnifiedBusinessNo.,Chairman,GeneralManager,Spokesman,TitleOfSpokesman,DeputySpokesperson,Telephone,DateOfIncorporation,DateOfListing,ParValueOfCommonStock,Paidin.Capital.NTDollars,PrivateStock.shares,PreferredStock.shares,PreparationOfFinancialReportType,StockTransferAgent,StockTransferAgentTelephone,StockTransferAgentAddress,AccountingFirm,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Symbol,Fax,EmailAddress,WebAddress,IssueShares
1150908,6599,普達系統股份有限公司,普達系統,－ ,25,"5F., No. 59, Lane 77, Xingai Rd., Neihu Dist.,Taipei, Taiwan, R.O.C.",29069127,翁宗斌,胡木鎮,譚家誠,總經理特別助理,吳岱珊,(02)77214688,20090615,20171225,新台幣                 10.0000元,210000000,0,0,1,凱基證券股份有限公司股務代理部,(02)23892999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,郭冠纓,劉振興,Poindus,(02)77212289,ir@poindus.com,http://www.poindus.com,21000000
1150908,6604,儒億科技股份有限公司,儒億,－ ,05,"No. 25, Gongye 3rd Rd., Annan Dist.,　Tainan City 709035, Taiwan (R.O.C.)",86928788,吳國禎,林俊桂,林俊桂,總經理,謝姝安,06-3845888,19930119,20251028,新台幣                 10.0000元,437310390,0,0,1,永豐金證券(股)公司股務代理部,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,洪國森,姚世傑,JUOKU　,06-3843653,IR_JUOKU@juoku.com.tw,www.juoku.com.tw,43731039
1150908,6610,安成生物科技股份有限公司,安成生技,－ ,22,"8F, No.41, Lane 221, Gangqian Road, Neihu District,Taipei City 11494, Taiwan",25147136,吳怡君,蔡承恩,吳怡君,董事長,從缺,02-26571788,20100716,20161227,新台幣                 10.0000元,2055793950,20000000,0,2,中國信託商業銀行代理部,02-66365566,臺北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,顏裕芳,張珍綺,TWi Biotech.,02-26570270,info.tw@twibiotech.com,www.twibiotech.com,205579395
1150908,6618,永虹先進材料股份有限公司,永虹先進,－ ,21,"No. 99 and 101, Ln. 223, Sec. 1, Taiping Rd., Caotun TownshipNantou County  , Taiwan (R.O.C.)",53536761,吳家幸,吳家幸,吳家幸,總經理,周蕙萍,(049)2315001,20110916,20170915,新台幣                 10.0000元,1048160000,0,0,1,統一綜合證券股份有限公司,(02)2746-3797,台北市東興路８號B１樓,國富浩華聯合會計師事務所,黃勝義,林汀&#37639;,UHT,(049)2315003,Candy_Chou@uht.com.tw,http://www.uht.com.tw,104816000
1150908,6621,華宇藥品股份有限公司,華宇藥,－ ,22,"3F., No.17, Ln. 171, Sec. 2, Jiuzong Rd., Neihu Dist.,Taipei City 114, Taiwan (R.O.C.)",70680851,鄭明聰,戴國明,戴國明,總經理,張珮珊,(02)2658-2577,19991223,20170818,新台幣                 10.0000元,355010000,0,0,2,第一金證券股份有限公司,(02)2563-5711,台北市大安區安和路一段27號6樓,資誠聯合會計師事務所,周筱姿,林冠宏,UniPharma,(02)2658-3977,ir@uni-pharma.com,https://www.uni-pharma.com.tw/,35501000
1150908,6622,百聿數碼創意股份有限公司,百聿數碼,－ ,32,"5F No.34, Alley 18, Lane 478, Ruiguang Rd., Neihu Dist., TaipeiTaiwan",24777847,富德亞投資有限公司,陳志炫,陳志炫,總經理,彭柏軒,02-87976799,20141216,20170522,新台幣                 10.0000元,353009500,0,0,1,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,莊業偉,周仕杰,Bossdom Digi,02-87976077,btgroup@bossdom.com,www.bossdom.com,35300950
1150908,6634,欣耀生醫股份有限公司,欣耀,－ ,22,"C516, Building C, No.99, Lane 130, Sec.1, Academia Rd., Nangang Dist.Taipei City 115, Taiwan(R.O.C.)",54727599,朱凱民,朱凱民,朱凱民,董事長兼總經理,熊正輝,02-27885365,20140618,20170629,新台幣                 10.0000元,712889300,0,0,2,兆豐證券股份有限公司,02-33930898,100台北市中正區忠孝東路二段95號1樓,資誠聯合會計師事務所,黃珮娟,顏裕芳,SINEW,02-27885382,info@sinewpharma.com,www.sinewpharma.com,71288930
1150908,6638,沅聖科技股份有限公司,沅聖,－ ,25,"16F., No.166, Jian 1st Rd., Zhonghe DistNew Taipei City 235, Taiwan (R.O.C.)",80456781,陳信宇,陳信宇,盧佳玗,資深經理,潘裴箴,02-2223-6556,20030806,20170628,新台幣                 10.0000元,300000000,0,0,1,福邦證券股份有限公司,02-2383-6888,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,羅筱靖,傅文芳,Goldtek,02-2223-7929,Stockaffairs@goldtek.com,http://www.goldtek.com/,30000000
1150908,6639,源大環能股份有限公司,源大環能,－ ,23,"4F., No. 908, Jingguo Rd., Luzhu Dist.,Taoyuan City ,338018 ,Taiwa (R.O.C.)",29120948,彭鴻俊,林燿輝,林燿輝,總經理,張怡瑩,03-4755800,20080630,20181031,新台幣                 10.0000元,576450090,0,0,1,台新綜合證券股份有限公司,02-25048125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,羅文振,黃宇廷,GGEC,03-4753900,grace@ggec.com.tw,http://www.ggec.com.tw,57645009
1150908,6648,斯其大科技股份有限公司,斯其大,－ ,31,"6F-5, 51, Sec 2, Keelung Road,Taipei, Taiwan, R.O.C.",16790212,陳俊吉,陳俊吉董事長暫代,代理發言人林偉文,代理發言人,林偉文,02-77181928,19990304,20170904,新台幣                 10.0000元,550000000,5000000,0,1,亞東證券股份有限公司股務代理部,02-77531699,新北市板橋區新站路16號13樓,德昌聯合會計師事務所,陳文彬,史岱平,DAS,02-77181926,acc_ami@das.com.tw,https://www.das.com.tw,55000000
1150908,6650,帝圖科技文化股份有限公司,帝圖,－ ,32,"7F., No. 303, Sec. 1, Fuxing S. Rd., Da’an Dist.,Taipei City 106, Taiwan (R.O.C.)",24327189,劉熙海,劉熙海,劉家蓉,副總經理,黃培怡,2658-1788,20090226,20170915,新台幣                 10.0000元,310900630,0,0,2,台新綜合證券(股)公司股務代理部,02-2504-8125,台北市中山區建國北路1段96號地下1樓,安永聯合會計師事務所,傅文芳,馬君廷,Art Emperor,2658-5126,art@artemperor.tw,https://about.artemperor.tw,31090063
1150908,6659,天明製藥股份有限公司,天明製藥,－ ,22,"13F., No.217, Sec. 2, New Taipei Blvd., Xinzhuang Dist.,New Taipei City 242, Taiwan (R.O.C.)",81002274,詹詠寧,王伯綸,張文昌,財務經理,王伯綸,02-85218883,19700925,20251222,新台幣                 10.0000元,858830090,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段二號5樓,資誠聯合會計師事務所,馮敏娟,林柏全,TIMING,02-85216188,investor@timing-pharmacy.com,http://www.timing-pharmacy.com,85883009
1150908,6665,康聯生醫科技股份有限公司,康聯生醫,－ ,22,"5F., No.54, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist.Taipei City, Taiwan",24291669,黃英士,鄒雅裕,鄒雅裕,總經理,洪靖琇,02-55696199,20090110,20171123,新台幣                 10.0000元,453501330,0,0,1,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,吳仁杰,徐潔如,HEALTHCONN,02-55696142,investors@healthconn.com,https://www.healthconn.com,45350133
1150908,6673,和詮科技股份有限公司,和詮,－ ,26,"1F, No.248-20, Sinsheng Rd ., Cianjhen DistrictKaohsiung City, Taiwan, R.O.C.",70849491,鄭再興,莊鈺谷,楊惇淳,管理部副理,黃慧嫦,07-8156666,20070831,20180307,新台幣                 10.0000元,264886000,0,0,1,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下1樓,資誠聯合會計師事務所,吳建志,廖阿甚,IFTC,07-8112222,MelodyYang@iftc.com.tw,www.iftc.com.tw,26488600
1150908,6676,祥翊製藥股份有限公司,祥翊,－ ,22,"No.255,Longyuan 1st Rd.,Longtan Dist.,Taoyuan City32542,Taiwan(R.O.C)",27559859,吳永連,吳永連,吳永連,總經理,蔡坤宏,03-4809168,20050203,20220119,新台幣                 10.0000元,1696790000,20000000,0,2,元大證券股份有限公司股務代理部,02-25865859,106臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,楊蕙慈,王菘澤,Sunny,03-4808028,sunny.otc@sunnypharmtech.com,http://www.sunnypharmtech.com/,169679000
1150908,6677,瑩碩生技醫藥股份有限公司,瑩碩生技,－ ,22,"8F-3, No.206, Sec. 2, Nanking E. Rd.,Taipei City 104, Taiwan (R.O.C.)",80207616,王建治,顏麟權,孫德珠,人力資源處處長,張慧倫,02-25042121,20030410,20180627,新台幣                 10.0000元,560389500,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,10044 台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,顏裕芳,蔡蓓華,Anxo,02-25084245,Investor@anxo.com.tw,http://www.anxo.com.tw,56038950
1150908,6682,華旭先進股份有限公司,華旭先進,－ ,26,"No. 8, Gongyequ 10th Rd., Xitun DistTaichung City,Taiwan",24804181,黃文瑞,曾世覺,黃文瑞,董事長,王毓翔,04-23586649,20151223,20180511,新台幣                 10.0000元,1521059020,1740000,0,1,兆豐證券股份有限公司,(02)33930898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,許瑞隆,蘇定堅,HHAT,04-23596962,service@huahsu.com,http://www.huahsu.com/,152105902
1150908,6696,仁新醫藥股份有限公司,仁新*,－ ,22,"36F, No.68, Sec.5, Zhongxiao E. Rd., Xinyi Dist.Taipei City 11065, Taiwan",43814765,林雨新,王正琪,王正琪,總經理暨研發長,陳菀姍,02-87805008,20160512,20181008,新台幣                  1.0000元,835060000,0,0,1,福邦證券股份有限公司,02-2383-6888,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,吳鈞麟,吳怡君,LBS,02-87805038,info@linbioscience.com,http://www.linbioscience.com/tw/,835060000
1150908,6704,國璽幹細胞應用技術股份有限公司,國璽幹細胞,－ ,22,"8F., No.243, Dong Sec. 1, Guangming 6th Rd.,Zhubei City,Hsinchu County,Taiwan R.O.C.",80689276,莊明熙,邱淳芬,邱淳芬,總經理,林珀丞,(03)658-5959,20040326,20230426,新台幣                 10.0000元,1059493160,0,0,1,兆豐證券股份有限公司股務代理部,(02)2327-8988,10058台北市中正區忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,莊業偉,&#28201;智源,GWOXI,(03)657-9922,jeff_lee@gwoxi.com,http://www.gwoxi.com.tw,105949316
1150908,6705,振躍精密滑軌股份有限公司,振躍精密,－ ,05,"No.222-1,Sec.3,Zhongyang RD.,Tucheng Dist.,New Taipei City,Taiwan",97214507,陳萬來,施惠珠,章振國,財會主管,許紫微,22677700,19960911,20181031,新台幣                 10.0000元,180046880,0,0,2,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,莊文源,李穗青,MARTAS,22675788,Nick.Chang@martas.com.tw,www.martas.com.tw,18004688
1150908,6707,富基電通股份有限公司,富基電通,－ ,29,"10F., No. 48, Sec. 3, Nangang Rd.,Nangang Dist., Taipei City, Taiwan",27525541,楊連芳,楊連芳,林品杰,董事長特助,郭淑芝,02-2788-8099,20041022,20220721,新台幣                 10.0000元,590026640,0,0,1,中國信託商業銀行代理部,02-66365566,臺北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,簡思娟,王怡文,AFASTOR CORP.,02-2788-5766,Investor-relations@afastor.com.tw,https://www.afastor.com.tw/,59002664
1150908,6709,昱厚生技股份有限公司,昱厚生技,－ ,22,"6F,NO 308, Sec.1,Neihu Rd, Niehu DistTaipei City, Taiwan",28403068,黃一旭,徐悠深,徐悠深,總經理,陳韋兢,27970073,20060919,20181129,新台幣                 10.0000元,693800000,0,0,2,元大證券股份有限公司,02)2586-5859,臺北市大安區敦化南路二段67號地下一樓,資誠聯合會計師事務所,王銘義,黃珮娟,Advagene,27970083,advagene@advagene.com.tw,www.advagene.com.tw,69380000
1150908,6723,傑智環境科技股份有限公司,傑智環境,－ ,35,"10F., NO 180, Ln. 461, Zhongfeng Rd., Longtan Dist.Taoyuan City 325025, Taiwan , R.O.C",28139878,張豐堂,張豐堂,張豐堂,董事長兼總經理,陳慶裕,03-4892860,20060404,20181226,新台幣                 10.0000元,300390000,0,0,1,第一金證券股份有限公司,(02)25635711,台北市大安區安和路一段27號6樓,勤業眾信聯合會計師事務所,陳明煇,吳鈞麟,JG,03-4892870,service@jgok.net,https://www.jgok.net,30039000
1150908,6729,機光科技股份有限公司,機光科技,－ ,26,"31F.-5, No.99, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan, R.O.C.",12846708,顏豐文,顏豐文,邱照喻,總經理室副總,郭嚴今,03-666-3188,20010802,20190704,新台幣                 10.0000元,276612780,2500000,0,2,兆豐證券股份有限公司股務代理部,02-3393-0898,台北市中正區忠孝東路二段95號1樓,安侯建業聯合會計師事務所,黃海寧,吳俊源,Lumtec,03-666-9288,NA,www.lumtec.com.tw,27661278
1150908,6734,安盛生科股份有限公司,安盛生,－ ,22,"6F., No. 9, Aly. 2, Ln. 35, Jihu Rd., Neihu Dist.Taipei City, R.O.C.",53927676,陳彥宇,陳彥宇,黃舒蘭,財務協理,空缺待補,87511335,20120830,20190628,新台幣                 10.0000元,406231640,10836471,0,1,群益金鼎證券股份有限公司,(02) 27023999,台北市大安區敦化南路2段97號B2,資誠聯合會計師事務所,林冠宏,陳憲正,iXensor,87518059,info@ixensor.com,www.ixensor.com,40623164
1150908,6737,秀育企業股份有限公司,秀育,－ ,25,"18F-11, No.97, Sec. 1, Xintai 5th Rd.,Xinzhi Dist.New Taipei City 22175, Taiwan",59244777,梁徽彬,吳川仕,吳川仕,總經理,賴怡涵,02-2697-2311,19781223,20191230,新台幣                 10.0000元,600504000,0,0,1,富邦綜合證券(股)公司股務代理部,02-2361-1300,台北市中正區許昌街17號11樓,勤業眾信聯合會計師事務所,蘇定堅,許瑞隆,SOLID YEAR,02-2697-2339,無,https://www.solidyear.com.tw/,60050400
1150908,6738,鼎恒數位科技股份有限公司,鼎恒,－ ,30,"1 F., No. 43, Dongxing Rd.Xinyi Dist., Taipei City 110403, Taiwan",54510058,簡士評,王淑玲,簡士評,董事長,王淑玲,02-6605-8128,20130726,20190823,新台幣                 10.0000元,371248990,0,400000,1,中國信託商業銀行代理部,02-66365566,臺北市中正區重慶南路一段 83 號 5 樓,安侯建業聯合會計師事務所,黃明宏,楊雲筑,MAYO,02-2723-5868,ir@mayohr.com,www.mayohr.com,36724899
1150908,6744,豐技生物科技股份有限公司,豐技生技,－ ,22,"5F.-1, No.5, Shaoxing N.St., Zhongzheng Dist.Taipei City 10049, Taiwan (R.O.C.)",86704393,張宏名,張宏名,林佩宜,副總經理,呂美珍,02-23519800,19920512,20190925,新台幣                 10.0000元,154000000,0,0,1,兆豐證券股份有限公司股務代理部,02-33930898,台北市中正區忠孝東路二段95號1樓,資誠聯合會計師事務所,黃世鈞,于智帆,FCB,02-23219527,fengchi2@ms69.hinet.net,http://www.fcbiotech.com.tw,15400000
1150908,6748,亞果生醫股份有限公司,亞果生醫,－ ,22,"2nd Fl., No. 57, Luke 2nd Rd., Lujhu Dist.Kaohsiung City 82151, Taiwan R.O.C.",54562029,謝達仁,謝達仁,謝達仁,總經理,王敏和,07-6955569,20140626,20210727,新台幣                 10.0000元,712181980,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,葉芳婷,徐惠榆,ACRO Biomedical,07-6955069,service@acrobiomedical.com,www.acrobiomedical.com,71683198
1150908,6750,泰創工程股份有限公司,泰創工程,－ ,31,"10F,NO.158,Jiankang Rd.,Zhonghe Dist.,New Taipei City 235,Taiwan",84417537,陳萬富,陳萬富,陳萬富,執行長,盧恒淑,02-7731-5788,19930630,20191111,新台幣                 10.0000元,447070000,1500000,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號11樓,勤業眾信聯合會計師事務所,薛峻泯,李芸珊,TTE,02-7731-7788,tte@tech-top-eng.com,http://www.tech-top-eng.com,44707000
1150908,6755,連鋐科技股份有限公司,連鋐科技,－ ,28,"No. 492, Sec. 1, Wanshou Rd., Guishan Dist., Taoyuan City 333, Taiwan (R.O.C.)Taoyuan City, Taiwan (R.O.C)",28031594,陳嘉輝,陳嘉輝,陳嘉輝,董事長暨總經理,林憲良,02-8200-5506,20051115,20191205,新台幣                 10.0000元,398231050,0,0,1,中國信託商業銀行,02-6636-5566,台北市中正區重慶南路一段八十三號五樓,資誠聯合會計師事務所,李燕娜,吳偉豪,LH,02-8200-5510,investinfo@lianhong.com.tw,http://www.lianhong.com.tw,39823105
1150908,6758,冠亞生技股份有限公司,冠亞,－ ,22,"20F, No 80 , Section 1, Chenggong Road, Yonghe District, New Taipei City 23452New Taipei City, Taiwan",12873063,林延生,薛好娟,薛好娟,總經理,廖偉展,02-2926-7088,20010615,20200102,新台幣                 10.0000元,134710400,0,0,2,富邦綜合證券股份有限公司,02-2361-1300,臺北市中正區許昌街17號11樓,安永聯合會計師事務所,林世寰,徐榮煌,ASA,02-2926-8807,ir@aspine.com.tw,http://www.aspine.com.tw,13471040
1150908,6775,穎台科技股份有限公司,穎台科技,－ ,26,"No. 12, Gongye 5th Rd., Pingzhen Dist.,Taoyuan City 324, Taiwan (R.O.C.)",42821900,王志鴻,王志鴻,林俊役,執行副總,黃振裕,03-2623311,20151112,20200529,新台幣                 10.0000元,1095000000,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,安永聯合會計師事務所,林政緯,陳國帥,ENTIRE TECH,03-2616255,ir@entire.com.tw,http://www.entire.com.tw,109500000
1150908,6780,學習王科技股份有限公司,學習王,－ ,32,"7F., No.285, Sec. 2, Wunhua Rd., Banciao Dist.,New Taipei City 220504, Taiwan (R.O.C.)",53582103,張鎮麟,李東諭,張鎮麟,董事長,李東諭,02-22545789,20120106,20200723,新台幣                 10.0000元,164697230,0,0,2,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳宗哲,鄒依芸,Study123,02-22545795,fa_department@study123.com.tw,https://www.study123.com.tw/,16469723
1150908,6784,天凱科技股份有限公司,天凱科技,－ ,27,"21F.-2.NO8,Ziqiang S,RD.,ZhubeiHsinchu County,Hsinchu County",28104929,紀忠孝,劉明湘,劉明湘,總經理,許均稜,03-5502626,20060303,20201118,新台幣                 10.0000元,190770000,0,0,2,華南永昌綜合證券股份有限公司,02-27186425,台北市民生東路四段54號4樓,安永聯合會計師事務所,王慕凡,王甯寬,TSKY,03-5500720,ir@tsky.com.tw,www.tsky.com.tw,19077000
1150908,6786,芯測科技股份有限公司,芯測,－ ,24,"7F.-5,No.6,Taiyuan 1st St.,Zhubei CityHsinchu County 302082,Taiwan(R.O.C)",25089282,陳冠豪,賴俊澤,王筱萍,副總經理,張開誠,(03)560-1667,20091216,20200819,新台幣                 10.0000元,308379800,0,0,1,宏遠證券股份有限公司,(02)23268818,台北市信義路四段236號3樓,安永聯合會計師事務所,楊雨霓,邱琬茹,iSTART,(03)560-1665,ir@istart-tek.com,http://www.istart-tek.com/,30837980
1150908,6787,晶瑞光電股份有限公司,晶瑞光,－ ,26,"No. 256, Daming Rd.,Zhudong Township, Hsinchu County, Taiwan",16858612,鄒政興,鄒政興,賴俊文,副總經理,楊佑吉,03-5958589,19990211,20210416,新台幣                 10.0000元,810070000,0,0,1,統一綜合證券(股)股務代理部,02-27478266,台北市松山區東興路8號B1,國富浩華聯合會計師事務所,林金鳳,張亞荃,KINGRAYTECH,03-5958880,kingray@kingraytech.com,https://krt.kingraytech.com,81007000
1150908,6793,天力離岸風電科技股份有限公司,天力離岸,－ ,20,"No. 235 Huangang Road, Longjing DistrictTaichung City434,Taiwan",24490436,吳坤達,吳坤達,蔡哲倫,財務暨會計主管,張勤,04-37007799,20091223,20201030,新台幣                 10.0000元,756000000,0,0,1,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,莊業偉,周仕杰,TIENLI OFFSHORE,04-23693131,service@tien-li.com,https://www.tien-li.com/,75600000
1150908,6797,台灣圓點奈米技術股份有限公司,圓點奈米,－ ,22,"6F., No. 188, Wenhe Rd., Guishan Dist.Taoyuan City 330, Taiwan",27312189,章季芸,簡建興,簡建興,總經理,謝志遠,03-316-7568,20040422,20201105,新台幣                 10.0000元,307321770,0,0,1,元大證券股份有限公司股務代理部,02-2586-5859,台北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,李燕娜,劉倩瑜,TAN,03-317-3369,ir@tanbead.com,https://www.tanbead.com,30732177
1150908,6798,展逸國際企業股份有限公司,展逸,－ ,37,"11F., No.51,Dongxing RdTaipei City 110, Taiwan(R.O.C)",50858268,張憲銘,張憲銘,詹克群,財務長,陳彥璟,02-87681866,20180806,20230427,新台幣                 10.0000元,195724300,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,劉明賢,趙永祥,Flight,02-87681368,service@fltmkt.com.tw,http://www.fltmkt.com.tw/,19572430
1150908,6808,三鼎生物科技股份有限公司,三鼎生技,－ ,22,"21F.-1, No. 99, Sec. 1, Xintai 5th Rd., Xizhi Dist.New Taipei City 221, Taiwan",24782320,歐耿良,歐耿良,詹育豪,行政管理部資深經理,林淑華,02-2697-1270,20141226,20201225,新台幣                 10.0000元,778400000,10000000,0,2,台新證券股務代理部,02-2504-8125,臺北市中山區建國北路一段96號B1,資誠聯合會計師事務所,顏裕芳,江采燕,3D BIO,02-2697-1272,3dg01@3dglobalbiotech.com.tw,www.3dglobalbiotech.com.tw,77840000
1150908,6810,新穎生醫股份有限公司,新穎生醫,－ ,22,"6F-1, No. 18 Taiyuan St.Zhubei City, Hsinchu County, Taiwan",24613916,曾錙翎,曾錙翎,郭祖訓,財務會計主管,王芝萍,(03)560-1816,20140625,20210830,新台幣                 10.0000元,494485000,0,0,2,台新綜合證券股務代理部,(02)2504-8125,台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,江采燕,周筱姿,BPM,(03)560-1916,ir@bpmbiotech.com,https://www.bpmbiotech.com/,49448500
1150908,6812,梭特科技股份有限公司,梭特,－ ,26,"7F, No.6, Taiyuan Second Street, Zhubei City, Hsinchu CountyHsinchu Country 30288, Taiwan",53058971,盧彥豪,盧彥豪,王敏蕙,財會主管,蔡承佑,03-5166006,20100617,20210204,新台幣                 10.0000元,306025870,0,0,2,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,彭詩玄會計師,&#28201;智源會計師,SAULTECH,03-5166083,service-investor@saultech.com.tw,https://www.saultech.com.tw/,30602587
1150908,6814,路迦生醫股份有限公司,路迦生醫,－ ,22,"No.14-16, Zxongxiao Rd., Banqiao Dist.,New Taipei City 220, Taiwan (R.O.C.)",54318905,唐稚超,劉朝安,唐稚超,董事長,劉炳中,02-29500027,20131226,20201231,新台幣                 10.0000元,418743710,0,0,2,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,羅瑞芝,黃泳華,LUKAS,02-29500106,service@lukas-biomedical.com,https://www.lukas-biomedical.com/,41874371
1150908,6815,晶鑽生醫股份有限公司,晶鑽生醫,－ ,22,"14F., No. 95, Sec. 1, Xintai 5th Rd., Xizhi Dist.New Taipei City 221 , Taiwan (R.O.C.)",24771301,謝佳憲,賴柏如,謝佳憲,董事長,賴柏如,02-2755-3320,20141126,20210129,新台幣                 10.0000元,397056490,0,0,1,富邦綜合證券(股)公司,02-2361-1300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,楊蕙慈,馮敏娟,Diamond,02-2755-3326,ir@diamond-biotechnology.com,https://www.diamond-biotechnology.cc/,39705649
1150908,6816,捷智商訊科技股份有限公司,捷智商訊,－ ,30,"2F.-1, No. 1, Guangfu S. Rd., Songshan Dist.,TAIPEI CITY 10563,TAIWAN (R.O.C.)",70556945,林群國,林明杰,李家齊,財會經理,林柏金,02-27480010,20000506,20210118,新台幣                 10.0000元,121800000,0,0,1,群益金鼎證券股份有限公司,02-27035000,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,劉怡青,蔡侑玲,METAEDGE,02-27480020,P_METAEDGE@metaedge.com.tw,www.metaedge.com.tw,12180000
1150908,6817,溫士頓醫藥股份有限公司,溫士頓,－ ,22,"NO.117,Ren'ai St., Yongkang Dist.,Tainan City 710 Taiwan",72082135,蔡森田,王又正,王又正,總經理,陳怡菁,06-2533124,19750709,20210224,新台幣                 10.0000元,184170000,0,0,1,群益金鼎證券(股)公司股務代理部,02-27035000,台北市大安區敦化南路二段97號B2,安永聯合會計師事務所,余倩如,黃建澤,WINSTON,06-2533116,mis@winston.com.tw,https://www.winston.com.tw/,18417000
1150908,6818,連騰科技股份有限公司,連騰,－ ,27,"5F., No. 225, Sec. 3, Beixin Rd., Xindian Dist.,New Taipei City 231, Taiwan (R.O.C.)",68566876,陳鴻儀,蕭富仁,汪恩煌,副總經理,黃國朝,(02)8913-1939,20171208,20210121,新台幣                 10.0000元,255030000,0,0,1,統一綜合證券(股)公司股務代理部,(02)27463797,台北市松山區東興路8號B1,資誠聯合會計師事務所,吳仁杰,徐潔如,AWAN,(02)8913-2538,info@awan-ant.com,http://www.awan-ant.com/zh-tw,25503000
1150908,6819,眾智光電科技股份有限公司,眾智,－ ,24,"No.25, Industry E. 9th Road, Hsinchu Science Park,Hsinchu 30075, Taiwan",23734841,吳岱錡,吳岱錡,古仁斌,資深副總經理,林慧如,03-5785177,19900423,20210205,新台幣                 10.0000元,339737330,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,王菘澤,楊蕙慈,ORISYSTECH,03-5787070,hr@orisystech.com.tw,www.orisystech.com,33973733
1150908,6820,連訊通信股份有限公司,連訊,－ ,27,"5F., NO. 4, Alley 9, Lane 45, Baoxing Rd., Xindian Dist.,New Taipei City 231, Taiwan (R.O.C.)",68566480,陳鴻儀,王志民,陳信儒,財務長,王志民,(02)2917-7668,20171208,20210322,新台幣                 10.0000元,222530000,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,吳仁杰,徐潔如,ACON OPTICS,(02)2917-0410,info@aconoptics.com,http://www.aconoptics.com,22253000
1150908,6825,和暢科技股份有限公司,和暢科技,－ ,25,"26F.-12, NO.99, SEC. 1, XINTAI 5TH RD.XIZHI DIST., NEW TAIPEI CITY, TAIWAN",24776663,周邦基,蘇文彬,陳治均,管理處副總,宋建融,02-2697-2000,20141211,20210429,新台幣                 10.0000元,393385430,0,0,1,宏遠證券股份有限公司股務代理部,02-23268818,台北市信義路四段236號3樓,勤業眾信聯合會計師事務所,李冠豪,劉明賢,QBIC,02-2697-2868,IR@qbictechnology.com,https://www.qbictechnology.com,39338543
1150908,6826,和淞科技股份有限公司,和淞,－ ,31,"No.33, Guangfu S. Rd, Hukou Township,Hsinchu County 30351, Taiwan R. O. C.",97097825,應柔爾,周志賢,劉兆慧,總經理室特別助理,張玉華,03-5973168,19960709,20210617,新台幣                 10.0000元,855400000,0,0,1,兆豐證券(股)公司股務代理本部,(02)3393-0898,台北市中正區忠孝東路二段95號1樓,安永聯合會計師事務所,張巧穎,王瑄瑄,TPC,03-5973166,ir@jtpc.com.tw,www.jtpc.com.tw,85540000
